feature,anova_f,anova_pvalue
vision_x_audition,10.101128606694257,5.17856164380231e-05
body_x_benefit,10.093245345556683,5.217680804589673e-05
motion_x_lowerlimb,10.0924442832841,5.221672501813163e-05
color_x_away,10.066972403070167,5.350211634913814e-05
vision_x_happy,10.063226631439694,5.3693802598603696e-05
texture_x_consequential,10.038120503057723,5.499651889929775e-05
biomotion_x_happy,10.033237550826547,5.525355247373745e-05
color_x_sound,10.011883193278928,5.639188019433916e-05
short_x_happy,10.0003492128588,5.701648727450811e-05
vision_x_temperature,9.963982412783052,5.90317596256513e-05
consequential_x_pleasant,9.95354075822101,5.962350128230737e-05
slow_x_surprised,9.947540310806554,5.996624686764677e-05
motion,9.904807974778441,6.246504868993893e-05
vision_x_large,9.889090619397486,6.34102228595536e-05
pattern_x_small,9.888367775746302,6.345403553801394e-05
audition_x_self,9.884451305390053,6.369194826720378e-05
upperlimb_x_happy,9.871058236263332,6.4512326800364e-05
slow_x_happy,9.864532845611736,6.491587095509259e-05
vision_x_small,9.850784486039997,6.577441939558164e-05
path_x_unpleasant,9.844854769814495,6.614822702953462e-05
human_x_unpleasant,9.831340787513243,6.70081396001901e-05
vision_x_upperlimb,9.770203654029396,7.104090409429911e-05
path_x_disgusted,9.747719497757453,7.258459763866862e-05
away_x_time,9.715188754986638,7.487791417046817e-05
self_x_fearful,9.700432369517655,7.594206029057773e-05
bright_x_upperlimb,9.683865696669287,7.715487072675577e-05
pattern_x_complexity,9.672492003719464,7.799876240206335e-05
audition_x_scene,9.663267221295614,7.869001835440653e-05
taste_x_self,9.660693524793945,7.88839732965064e-05
color_x_smell,9.649789150459908,7.971107480373331e-05
texture_x_drive,9.601756563679599,8.345934585945643e-05
fast_x_toward,9.584082452388508,8.488270361427033e-05
pattern_x_touch,9.578527278432343,8.533509940933699e-05
large_x_shape,9.553364581201048,8.741480083675694e-05
consequential_x_benefit,9.545821268748254,8.804812277160536e-05
face_x_toward,9.533932661199499,8.905563900554747e-05
bright_x_scene,9.53097736849206,8.93078817754626e-05
scene_x_benefit,9.496706774980241,9.22859362269452e-05
color_x_audition,9.488805763281439,9.298655490470379e-05
texture_x_smell,9.47858191597733,9.390108781602368e-05
biomotion_x_human,9.46645733788183,9.499736376007053e-05
upperlimb_x_surprised,9.466410393533817,9.500163325256136e-05
bright_x_small,9.460870906991936,9.550679421868082e-05
touch_x_weight,9.459413915810979,9.564010892575633e-05
lowerlimb_x_attention,9.453607246509767,9.617327921603892e-05
motion_x_toward,9.449706064585392,9.653316316725234e-05
touch_x_surprised,9.44779564441867,9.670989260789736e-05
touch_x_time,9.424729300550991,9.886955062592524e-05
color_sq,9.420210584371548,9.929827204906106e-05
color_x_angry,9.405300037437764,0.000100726232146666
pattern,9.390774661765324,0.00010213714274221186
fast_x_arousal,9.387968161242442,0.00010241203026837634
practice_x_needs,9.319154235812395,0.0001093897128318136
weight_x_drive,9.315534322810946,0.00010976971957415638
fast_x_benefit,9.300590567449982,0.00011135255747205817
vision_x_path,9.29891211104917,0.00011153176546556437
color_x_temperature,9.298305905229181,0.00011159656097637804
away_x_happy,9.275136398135697,0.00011410163431563456
texture_x_attention,9.232399097876526,0.00011887154501443314
motion_x_landmark,9.206863560182672,0.0001218166646317242
weight_x_sound,9.192074953142475,0.00012355570611485554
small_x_scene,9.191803095241779,0.00012358790719094634
dark_x_sad,9.184549704439892,0.00012445017884009943
lowerlimb_x_near,9.181840239820241,0.0001247738241174594
vision,9.13995505405783,0.00012988595913818974
shape_x_needs,9.136630337409933,0.00013030064893737646
sound_x_benefit,9.11646681432192,0.00013284428550583983
duration_x_communication,9.084237428024972,0.00013701405265914636
bright_x_smell,9.081713078370765,0.00013734614813496469
near_x_disgusted,9.080934125320065,0.00013744878792951116
pattern_x_sound,9.07026222121475,0.00013886277091785208
pattern_x_short,9.03783666880018,0.0001432493234268783
large_x_scene,9.003414806364564,0.0001480583998179194
small_x_body,8.980946678931176,0.00015128458796579672
smell_x_scene,8.979899104716598,0.0001514367202372207
large_x_human,8.970365184753161,0.00015282835267906535
bright_x_human,8.968910674881354,0.00015304178905103274
scene_x_drive,8.957023669894092,0.00015479736416903117
upperlimb_x_attention,8.949262565935474,0.00015595449460957558
vision_x_touch,8.931168852030535,0.0001586860114558214
away_x_unpleasant,8.927733790531505,0.00015920998908121794
weight_x_audition,8.914994756210904,0.00016116839957486026
duration_x_needs,8.894207039066627,0.00016441626957006418
pattern_sq,8.886845504264897,0.00016558213468782478
lowerlimb_x_happy,8.871583591626912,0.00016802573164321265
small_x_benefit,8.865551972902395,0.0001690014186898863
fast_x_pleasant,8.811361362335388,0.0001780267443843765
landmark_x_caused,8.789255153367657,0.0001818461343449733
large_x_texture,8.76680940094446,0.00018580843991714046
fast_x_touch,8.763235394870799,0.00018644730984645447
bright,8.732516977734775,0.00019203017592935782
smell,8.697334994703974,0.00019863093181007576
weight_x_arousal,8.695962352741681,0.00019889303416378376
consequential_x_drive,8.690127422720805,0.00020001108230606625
low_x_self,8.684186636727572,0.00020115590161168552
vision_x_loud,8.67859189946364,0.00020224005454238527
audition_x_sound,8.674536667705208,0.00020302954883104043
sound_sq,8.653088292436363,0.00020725702537664542
bright_x_toward,8.62030274519095,0.00021389062138707122
large_x_sound,8.611894789795404,0.0002156259291702968
motion_x_slow,8.605036106189138,0.00021705195523142253
audition_sq,8.593378563224691,0.00021949751171026664
complexity_x_near,8.584311657909076,0.00022141872033230246
slow_x_touch,8.578587572510685,0.00022264030153708558
weight_x_head,8.57058273489041,0.00022435998416752247
loud_x_scene,8.55664171891901,0.00022738686086680823
smell_x_benefit,8.546448278603664,0.00022962600018140836
biomotion_x_scene,8.524629716284409,0.00023449351031798932
dark_x_weight,8.51916060261115,0.00023572978144693364
color_x_needs,8.515554280869637,0.00023654855653032456
color_x_arousal,8.50333274836845,0.00023934462796376977
landmark_x_arousal,8.467233817505793,0.00024779884134466926
vision_x_motion,8.459109520289422,0.0002497425081482384
shape_x_loud,8.433507002198722,0.0002559684533754454
temperature_x_benefit,8.411381134017034,0.00026147444388617574
texture_x_toward,8.410538318736556,0.0002616865139561388
biomotion_x_body,8.409401302124271,0.00026197288512497306
duration,8.400458501922603,0.0002642362405358858
motion_x_audition,8.39133433357499,0.00026656574922332755
body_x_scene,8.37572761220675,0.0002705982645930844
vision_x_drive,8.371274071474568,0.0002717601853204127
bright_x_large,8.352561837094276,0.0002766972055984342
color_x_loud,8.330959862614414,0.0002825088281303891
color_x_number,8.3260707599598,0.00028384108195924924
body_x_attention,8.320030722380872,0.00028549567874869763
complexity_x_upperlimb,8.305722460886598,0.00028945403072518365
slow_x_angry,8.299496669845581,0.0002911935554371595
scene_x_attention,8.23502129230288,0.000309837850832673
upperlimb_x_unpleasant,8.226627558005138,0.00031235171339517414
biomotion_x_surprised,8.220121174814691,0.00031431441850438046
pattern_x_large,8.216090489764927,0.00031553651944462056
lowerlimb_x_angry,8.215415326313211,0.00031574169485910084
dark_x_texture,8.212798112216477,0.0003165383077218504
touch_x_texture,8.211416564305022,0.00031695962946565827
small_x_arousal,8.207821702376942,0.00031805857364528516
pattern_x_audition,8.20467181124519,0.0003190246371687667
biomotion_x_attention,8.143503106038786,0.0003383805875036709
bright_x_near,8.12860785097822,0.00034326997828993864
motion_x_sound,8.104041053170581,0.0003514896439370729
short_x_angry,8.075125894233,0.000361417939046286
touch_x_benefit,8.063890785919275,0.0003653512018565209
shape_x_practice,8.048447183215313,0.0003708280908003977
small_x_temperature,8.019970342187106,0.00038114428293285855
pattern_x_cognition,8.01858547856225,0.0003816532604588722
vision_x_near,7.993660376041021,0.00039093160628793556
motion_x_arousal,7.990206718573779,0.00039223498086185174
consequential_sq,7.981434206678905,0.0003955652994658322
bright_x_sound,7.963037655515351,0.0004026417524746227
weight_x_human,7.952170111648198,0.00040688170235550296
motion_x_scene,7.951160987645628,0.00040727767892406735
biomotion_sq,7.94421371199349,0.0004100142928489042
shape_x_away,7.941075410442241,0.00041125655734998277
texture_x_cognition,7.910334335651908,0.00042362684480298096
large_x_smell,7.905815439585836,0.0004254765122833447
toward_x_attention,7.874373006616354,0.00043857310840307535
complexity_x_drive,7.872785636552905,0.00043924492698743146
scene_x_near,7.865149709113781,0.0004424911394272869
body_x_surprised,7.836179928508082,0.00045502760351056703
long_x_benefit,7.831716298144012,0.0004569906863317137
color_x_head,7.818111812207095,0.0004630265188948994
time_x_short,7.8128594813134615,0.00046537816728574045
near_x_communication,7.789118330095539,0.00047615850905663085
complexity_x_toward,7.784801706215911,0.0004781453835099952
landmark_x_duration,7.779207190819999,0.00048073285038581135
short_x_harm,7.747439125319198,0.0004956946393996123
toward_sq,7.736658496615212,0.000500877597015836
bright_x_color,7.71675413777721,0.0005105904308255096
biomotion_x_needs,7.712903029727338,0.0005124914126315655
color_x_path,7.682936842580468,0.0005275283201770464
caused_x_consequential,7.677723068866821,0.0005301894833011163
texture_x_sound,7.662592182494077,0.0005379890591650951
pain_x_human,7.655862708285258,0.0005414948647724569
large_x_audition,7.645387637747278,0.0005469977156632468
pattern_x_near,7.634305240039971,0.0005528807933789983
pattern_x_head,7.6338594929941825,0.0005531187430249172
complexity_x_smell,7.630730569888717,0.0005547919300325548
vision_x_toward,7.618780488781498,0.0005612291520402444
vision_x_complexity,7.580977501806712,0.0005820911041806923
small_x_happy,7.571956767985977,0.0005871833683313328
pain_x_lowerlimb,7.569307766051322,0.000588687231829446
small_x_pleasant,7.566024654833346,0.000590556456449671
toward_x_pleasant,7.56055391856567,0.0005936844522907759
pattern_x_motion,7.556812000822256,0.0005958335452956276
complexity_x_caused,7.551724429697769,0.0005987680299678383
smell_x_attention,7.531486274368043,0.000610585774843606
motion_x_pleasant,7.528525760212291,0.000612334058359105
face_x_away,7.519124782387873,0.0006179190657111177
motion_x_texture,7.501244575043481,0.0006286831178714117
slow_x_attention,7.483135897299773,0.0006397767580789249
pain_x_path,7.481477762111309,0.0006408023331041056
duration_x_arousal,7.480375198672337,0.0006414851949948799
lowerlimb_x_scene,7.479661620257807,0.0006419275324689651
weight_x_upperlimb,7.462410223441222,0.0006527152009200003
dark_x_self,7.439063710091452,0.0006676049156290298
large_x_pleasant,7.4009174528560715,0.0006926714416335659
consequential_x_arousal,7.398946137445305,0.000693992223097916
complexity_x_away,7.380615480148928,0.0007063955699957516
sound,7.378387248590926,0.0007079183956273399
slow_x_sad,7.37786666183093,0.0007082746518652069
fast_x_shape,7.377421087297224,0.0007085797176017147
large_x_small,7.3705418822805004,0.0007133064015665646
touch_x_long,7.359611761972688,0.0007208816992758403
large_x_benefit,7.339710271139525,0.0007348829400525849
weight_x_near,7.332640360159299,0.0007399223154443291
vision_x_human,7.331727434525129,0.0007405755675657335
smell_x_pleasant,7.329889016862356,0.0007418928226807004
audition_x_benefit,7.318011812496362,0.0007504599433465644
dark_x_angry,7.310336273424439,0.0007560491723455085
sound_x_attention,7.279392762850348,0.000779009257979775
texture_x_near,7.275540857973135,0.0007819159761712022
head_x_benefit,7.267176107832067,0.0007882657516692551
slow_x_scene,7.266757377447848,0.0007885849727593798
color_x_harm,7.241555407003897,0.0008080389080376827
high_x_self,7.235732784988582,0.0008126016578347125
body_x_unpleasant,7.23081178551594,0.0008164780521578152
benefit_sq,7.2054723823327835,0.0008367346450415946
benefit_x_harm,7.174181196666735,0.0008624473494331966
motion_x_communication,7.166097982698649,0.0008692175827731032
shape_x_low,7.156673114480736,0.0008771789997552036
complexity_x_sound,7.154367912542527,0.0008791373860684202
small_x_time,7.151112124286521,0.0008819108297635204
color_x_consequential,7.149335470693484,0.0008834279779724557
smell_x_number,7.136929337844839,0.0008940953596695475
pattern_x_drive,7.1311611336009815,0.0008990991162363851
near_x_harm,7.124408442713895,0.0009049926476985328
weight_x_toward,7.0962150501236705,0.0009300212135775321
body_x_human,7.082298622177972,0.0009426306626399572
loud_x_sound,7.070478149313655,0.0009534758270524527
large_x_happy,7.067375021380998,0.0009563436327840868
benefit_x_attention,7.054951740760935,0.0009679118708113568
landmark_x_near,7.040426534396173,0.0009816157848914265
large_x_complexity,7.016429622069721,0.001004684258618104
motion_x_social,7.011801499612134,0.0010091955840492053
texture_x_arousal,6.990807737071493,0.00102991646692796
scene_sq,6.984314130810014,0.0010364118215805658
scene_x_consequential,6.98037585180342,0.0010403711946502033
bright_x_pleasant,6.978491734018028,0.0010422707749301332
speech_x_path,6.965314334899992,0.0010556540914327494
long_x_drive,6.944302606948678,0.0010773522446480574
bright_x_complexity,6.935888331619487,0.0010861665469814436
upperlimb_x_communication,6.920530825825878,0.0011024414022205288
scene_x_away,6.882605193650406,0.0011436899209523366
benefit_x_drive,6.879151515695621,0.0011475223747900937
duration_x_social,6.878258054777812,0.0011485159234263065
pattern_x_loud,6.86700487808518,0.0011611039554925789
touch_x_scene,6.864857455504352,0.0011635218100045817
motion_sq,6.862107132523702,0.001166625879931005
shape_x_harm,6.861759424055747,0.0011670189026785401
audition_x_attention,6.859002240607726,0.0011701401229261663
smell_sq,6.846931543333241,0.0011839035743892454
small_x_weight,6.845772933119421,0.0011852331895594943
shape_x_surprised,6.838989891294426,0.0011930475318743976
motion_x_long,6.836690594962065,0.0011957081458944057
touch_x_away,6.829431935842323,0.0012041466295189115
audition_x_loud,6.821567584670121,0.0012133568008047225
touch_x_upperlimb,6.810578263394103,0.0012263453924122908
short_x_surprised,6.802621908972441,0.001235836334214593
temperature_x_happy,6.801882994198167,0.0012367215041146611
small,6.794567684830691,0.001245519192843247
fast_x_happy,6.786954341547428,0.0012547420916313049
harm_x_happy,6.7767593646352555,0.0012671999691755483
motion_x_touch,6.765160871032748,0.0012815240793274088
sound_x_drive,6.758260882555499,0.0012901226088959995
sound_x_number,6.7465118978663385,0.0013048973868770583
color_x_social,6.744879827272743,0.0013069631793954039
low_x_scene,6.736022078737023,0.0013182323143907787
vision_x_low,6.722815761966456,0.001335215392973155
shape_x_consequential,6.71902940087124,0.0013401250089927826
taste_x_cognition,6.713285069040219,0.0013476080980997162
temperature_x_pleasant,6.7059479041603165,0.0013572272463252537
fast_x_time,6.704455081228545,0.0013591927924107333
small_x_smell,6.703095239592802,0.001360985735848213
texture_x_upperlimb,6.701618822159725,0.0013629350744683733
landmark_x_surprised,6.699501244519265,0.0013657358456684093
sound_x_happy,6.699265212901301,0.0013660483860847325
pattern_x_upperlimb,6.694595500587055,0.0013722465646038183
color_x_caused,6.691163284119624,0.0013768202054225626
vision_x_head,6.678602160616921,0.0013936896646752767
practice_x_scene,6.665827138130482,0.001411059415085173
shape_x_high,6.659744353520719,0.0014194062379190263
face_x_path,6.647457148724526,0.0014364184123039588
texture_x_audition,6.56599625446765,0.0015545053713932173
smell_x_happy,6.562356821468984,0.0015600030628689784
complexity_x_body,6.5582863442171195,0.001566175031372961
scene,6.545462762255929,0.0015857799807944787
slow_x_unpleasant,6.544341470735021,0.0015875059120149851
texture_x_head,6.541021666143901,0.0015926269453281675
taste_x_sad,6.540797859858037,0.0015929727789297692
texture_x_number,6.538643049190511,0.001596306333350603
fast_x_needs,6.531014629712174,0.001608164146985018
vision_x_high,6.521632821085974,0.0016228688953056733
slow_sq,6.51478662204902,0.001633684600849483
audition,6.511850262938845,0.0016383456598316156
toward_x_happy,6.511510292235096,0.0016388861780258608
pattern_x_attention,6.507061560791679,0.001645975734106616
motion_x_weight,6.467304817619207,0.0017107166327970202
motion_x_smell,6.465352585118392,0.0017139607959109542
body_x_pain,6.459597594528062,0.0017235602846673106
path_x_harm,6.442942024118606,0.0017516477358528117
harm_x_pleasant,6.435012945211945,0.0017651802214278202
benefit_x_arousal,6.432953961923152,0.0017687114161378979
loud_x_benefit,6.424606067381684,0.0017831010813804146
texture_x_social,6.418866467479647,0.0017930628849508552
temperature_x_scene,6.415545666978072,0.0017988520708730796
small_x_attention,6.404385261163201,0.0018184460866138765
color_x_long,6.401123337591691,0.0018242133488667672
sound_x_pleasant,6.397377009326549,0.0018308597428424629
consequential_x_communication,6.397010788576482,0.0018315107622948407
duration_x_pleasant,6.38746207211571,0.0018485675612250228
touch_x_smell,6.373099064062239,0.0018745251603567907
large_x_upperlimb,6.3591982701477745,0.0018999961156299578
toward_x_surprised,6.344239494962139,0.0019277942417686856
fast_x_scene,6.3352876431437535,0.001944624670704117
head_x_short,6.32220163742357,0.0019694937549245488
shape_x_landmark,6.302244800843036,0.0020080370660561704
weight_x_needs,6.298168717619955,0.0020160020679190313
small_x_landmark,6.274331298313994,0.0020632221049953128
color_x_surprised,6.27329708626323,0.0020652957639248916
pattern_x_consequential,6.269313234676828,0.0020733032194781456
motion_x_fast,6.264320997882743,0.002083381557197649
motion_x_happy,6.254275602397636,0.002103810641792296
weight_x_loud,6.248431842508871,0.0021157874328140156
color_x_fast,6.24720432282671,0.0021183119286994757
head_x_practice,6.244354258584465,0.0021241849985363503
motion_x_low,6.223504866106279,0.0021676494600141867
high_x_scene,6.21741788523512,0.0021805066281239643
texture_x_loud,6.2149927716098725,0.00218565037057447
biomotion_x_complexity,6.214866331186015,0.002185918888828995
speech_x_self,6.202611162389325,0.0022121027888806137
color_x_short,6.199408265090818,0.0022189977594725845
motion_x_attention,6.198447576153331,0.0022210700691137025
texture_x_practice,6.194487074185165,0.0022296338505052348
touch_x_disgusted,6.181566035334262,0.002257804323475767
speech_x_away,6.180737111973981,0.0022596237025016095
small_x_touch,6.1792505562164095,0.0022628901894188257
path_x_sad,6.178521913613998,0.0022644930062041143
bright_x_motion,6.163397780097765,0.002298020778807873
touch_x_toward,6.152631761799976,0.00232219077330145
music_x_self,6.145234525877163,0.0023389456404618856
bright_x_audition,6.144658300085931,0.0023402558897331113
drive_sq,6.1428798231539545,0.002344304526419827
caused_x_drive,6.1420267730233356,0.002346248959802025
bright_x_self,6.122170942381202,0.0023919687902546607
large,6.11686020542435,0.0024043482508140993
fast_x_angry,6.111536724671432,0.0024168220217054693
bright_x_happy,6.088774275373437,0.0024708956934731095
toward_x_needs,6.0872743485962815,0.002474501261654326
bright_x_dark,6.083302703441172,0.0024840739697590476
head_x_scene,6.078283209485693,0.002496225514062983
small_x_upperlimb,6.072200266864521,0.002511031601778043
complexity_x_communication,6.021575405105934,0.002637727650419802
audition_x_low,6.004961963612949,0.002680689571117162
audition_x_number,6.001481254707919,0.002689779292821252
shape_x_number,5.991731306558413,0.002715406063727085
smell_x_near,5.981211945349177,0.0027433303506200703
toward_x_angry,5.975140382668192,0.0027595788194760863
long_x_communication,5.970700274314981,0.002771522435345857
texture_x_caused,5.966517537949829,0.0027828212409545844
large_x_temperature,5.950549960874899,0.0028263815908408647
head_x_human,5.9412103520704695,0.0028521773859985526
vision_x_number,5.9372072998076755,0.002863306024205836
temperature_x_number,5.935807795598663,0.0028672069829649223
pattern_x_needs,5.9332358608469296,0.002874389887245364
body_x_taste,5.932927261856649,0.00287525295698832
scene_x_surprised,5.926326016937039,0.002893777374950746
color_x_low,5.920529132382861,0.0029101434561256585
away_x_needs,5.919144273587372,0.0029140670075477122
social_x_benefit,5.904153401729325,0.002956880487651178
dark_x_touch,5.9030555174981165,0.002960040737583027
loud_x_number,5.898708630171569,0.00297258656626216
time_x_benefit,5.897184861390131,0.0029769970472271583
loud_x_pleasant,5.8650690123082585,0.0030714999992485174
smell_x_upperlimb,5.861226624721903,0.003083006505879285
fast_x_head,5.858850255690118,0.0030901445029946767
texture_x_away,5.857477891782621,0.003094274289672922
pattern_x_away,5.854406215378178,0.0031035378400968644
away_x_sad,5.8523882629272554,0.003109638733975191
low_x_sound,5.845734074272512,0.0031298419097948254
texture_x_needs,5.8283982372111485,0.003183097796979505
sound_x_arousal,5.821767279555313,0.0032037080710995325
bright_x_number,5.8055383341361715,0.00325471815222107
dark_x_benefit,5.805171060484801,0.003255881944143786
head_x_number,5.802989670165088,0.003262802807625246
face_x_taste,5.800778064288667,0.0032698346249152225
texture_x_path,5.800655050883527,0.003270226193646888
temperature_x_sound,5.799312630021813,0.003274502368992384
social_x_drive,5.795325009327635,0.0032872377769274045
upperlimb_x_needs,5.793353190541595,0.0032935536218263567
face_x_landmark,5.791102746726543,0.0033007768173686247
motion_x_complexity,5.78534021649623,0.0033193453128218704
complexity_x_audition,5.782512063341574,0.003328496775796233
consequential_x_social,5.775982047864343,0.003349723843343761
sound_x_smell,5.770192214915507,0.0033686585399130184
color_x_practice,5.766503937663414,0.0033807764769287737
high_x_sound,5.752347560180314,0.0034276957049249467
dark_x_cognition,5.724843156572988,0.003520733692191498
weight_x_high,5.6938205429349695,0.0036287212974742723
small_x_away,5.669773698089083,0.00371471126512191
consequential_x_attention,5.666538999248467,0.0037264335109582192
body_x_texture,5.6660776001069975,0.003728108604265358
benefit_x_surprised,5.659553879123992,0.0037518738716947244
caused_x_benefit,5.654034026766099,0.0037721009868620153
large_x_drive,5.650213410241372,0.0037861654980201683
touch_x_landmark,5.640537054303078,0.0038220224011649337
touch_x_lowerlimb,5.637819625959169,0.0038321533831956966
weight_x_social,5.631474233513602,0.0038559151449760816
pattern_x_self,5.629020231186119,0.003865144358844887
head,5.62533593523658,0.0038790422533210487
audition_x_high,5.6107401782180775,0.003934595563260017
upperlimb_x_angry,5.605470537670189,0.003954848292735756
self_x_angry,5.600850035737482,0.003972692361199991
drive_x_arousal,5.5910695424590955,0.004010731262598947
loud_x_practice,5.585653537118918,0.004031952735844985
bright_x_head,5.578420513147272,0.00406046985855246
pattern_x_low,5.571889721776817,0.004086392393372085
dark_x_color,5.548875537746387,0.004179074724868344
scene_x_arousal,5.524342892477482,0.00428019920420629
touch_x_near,5.5214132496157795,0.0042924384801154465
communication_x_drive,5.518312954449776,0.004305428994121862
complexity_x_scene,5.51643890636002,0.0043133005701538295
away_x_harm,5.514489080540568,0.004321505784448176
dark_x_happy,5.510632974633679,0.00433777916930167
pleasant_x_drive,5.510267712480413,0.004339323822718416
small_x_head,5.508321413742373,0.004347563828276677
large_x_attention,5.502548279030942,0.004372098022943893
motion_x_loud,5.490177574950863,0.0044251394453293305
dark_x_small,5.468217451703174,0.0045208947027652255
near_sq,5.466914979318654,0.004526638984579419
complexity_x_benefit,5.457102259163552,0.004570152329609715
shape_x_communication,5.455591584244647,0.004576888467596747
communication_x_benefit,5.446443458487236,0.004617893837716865
vision_x_attention,5.444996542357907,0.00462441318732574
texture_x_duration,5.435284118441,0.0046684143318470065
low_x_attention,5.429576053191599,0.004694470140108287
landmark_x_benefit,5.42683890677996,0.004707016270174518
pain_x_near,5.424064145965435,0.004719769197818942
benefit_x_disgusted,5.406448416833133,0.004801545632647471
body_sq,5.387992753146056,0.004888748780883989
dark_x_pattern,5.385659671935314,0.004899885306718609
motion_x_high,5.3855519483482395,0.00490040012022092
bright_x_temperature,5.383754061010665,0.0049090002919311305
bright_x_loud,5.37224837003793,0.004964397815753589
color_x_duration,5.36614161245843,0.004994055305537817
long_x_pleasant,5.365057832285863,0.004999337256751553
color_x_face,5.362318780344033,0.0050127114332331624
large_x_head,5.360868638504062,0.005019806698330812
scene_x_happy,5.350088590123272,0.005072868680099593
scene_x_pleasant,5.346496825743207,0.005090673076247116
vision_x_fast,5.345534735996874,0.005095452812257058
face_x_cognition,5.328168664060233,0.005182508221941134
loud,5.319538488256577,0.005226325221824546
complexity_x_loud,5.319109851993526,0.005228511164037418
long_x_surprised,5.315392568057783,0.0052475069893406015
weight_x_consequential,5.312247875955144,0.005263630924028306
arousal,5.30616561971105,0.005294958156673369
large_x_arousal,5.292824006930493,0.005364333093261971
temperature_x_upperlimb,5.271226896845244,0.005478576810619515
large_sq,5.2703457363125,0.005483289500162036
pattern_x_arousal,5.2687676473390255,0.005491739736528438
color_x_high,5.2529498934937955,0.00557716571981629
loud_x_happy,5.238584197582464,0.005655906063827264
touch_x_happy,5.227866999090065,0.005715375106241359
audition_x_practice,5.221507016801059,0.005750962854821836
low_x_benefit,5.212084445508012,0.0058040972307411695
bright_x_low,5.193720030861413,0.00590907679777113
loud_x_low,5.190306836684507,0.005928797426557807
weight_x_low,5.186117280800854,0.005953094109834308
landmark_x_social,5.177170170386624,0.00600531696896896
large_x_body,5.175770111024088,0.006013530438612775
short_x_unpleasant,5.172210844355025,0.006034461785203134
scene_x_cognition,5.159606066770857,0.0061091783887859226
scene_x_duration,5.141638938781744,0.006217290722484151
fast_x_attention,5.138029129704121,0.006239242592867729
fast_sq,5.137501239488551,0.006242459304206068
low_x_high,5.134800119180122,0.006258944737671297
color_x_lowerlimb,5.117103688405037,0.006368036679476243
slow_x_pain,5.107708975697453,0.006426725850491831
biomotion_x_shape,5.10501404058961,0.006443661311536445
benefit_x_pleasant,5.1016543465297515,0.00646483704485657
audition_x_smell,5.098933940840154,0.006482034640105484
shape_x_taste,5.0905353228646755,0.006535418746869803
color_x_time,5.084554667158171,0.00657370263676312
face_x_near,5.075512110218287,0.006632014958684526
scene_x_number,5.064754322951592,0.00670206553135252
large_x_motion,5.064270234996758,0.0067052351462460365
consequential_x_surprised,5.060118925263581,0.006732478177097378
pattern_x_high,5.0551033904256375,0.0067655410877645395
head_x_pleasant,5.054350848167393,0.006770515977550726
complexity_x_lowerlimb,5.0430286654653065,0.006845809588525258
landmark,5.038004698675169,0.006879488376417369
head_x_duration,5.031936125574591,0.00692039187815914
bright_x_attention,5.028818208196584,0.006941502249375853
social_x_communication,5.018932212695661,0.007008865758799985
temperature_x_cognition,5.006651528503111,0.007093462240485469
surprised_x_drive,5.0017852386392505,0.0071272671894193635
loud_x_human,4.999156214326117,0.0071455976870612075
temperature_x_smell,4.996089328111146,0.00716704097957945
audition_x_pleasant,4.993088936439939,0.007188081914680469
pattern_x_caused,4.9788278616871136,0.007288942679693046
consequential_x_happy,4.978698679556159,0.007289862782739404
bright_x_face,4.9768305663885135,0.007303181519652029
large_x_near,4.975275018899386,0.007314290468259187
high_x_benefit,4.972819008862449,0.007331864647867355
color_x_slow,4.962152592596862,0.0074086826149359
large_x_weight,4.962114211093069,0.007408960487974988
dark_x_smell,4.960260638003082,0.007422392391033922
social,4.958744840029269,0.007433394791799269
temperature_x_low,4.948135884097209,0.007510859817526727
weight_x_number,4.939403094847224,0.007575233611702739
drive_x_attention,4.932818944074671,0.007624134988085885
head_x_landmark,4.923125661713595,0.007696706094864657
touch_x_pleasant,4.922652354025885,0.0077002673458961375
pattern_x_fast,4.920510057544512,0.007716407081117597
vision_x_consequential,4.919445104236194,0.007724442920062718
pattern_x_taste,4.91773596636536,0.007737357173737669
color_x_taste,4.9168111812268265,0.007744353896468515
loud_x_near,4.914745535544361,0.007760005086968228
scene_x_harm,4.912891903892373,0.007774076921057448
temperature_x_audition,4.907943228219033,0.007811770480790019
smell_x_toward,4.898045934278047,0.007887708934602049
benefit_x_needs,4.89498261997779,0.00791136263887162
pattern_x_social,4.891436533783901,0.007938833131505722
small_sq,4.8909138019636895,0.007942890678849344
slow_x_shape,4.8818454909902265,0.008013613229058365
long_x_arousal,4.873320168540065,0.008080677983577584
weight_x_surprised,4.851485000187805,0.008255028195719863
large_x_high,4.850458829056923,0.00826331436071074
head_x_happy,4.841891542658349,0.008332820736546311
temperature_x_near,4.839970895271342,0.008348483375151407
fast_x_texture,4.810806872254438,0.008589979673566695
small_x_complexity,4.8085163343464465,0.008609241434352455
pain_x_away,4.797803096304251,0.008699909729752932
shape_x_path,4.796945589382544,0.008707208319345225
audition_x_drive,4.7963856342943245,0.008711977644331481
shape_x_time,4.795125573454632,0.008722719605186226
vision_x_dark,4.7904583432541425,0.008762623588251143
dark_x_large,4.788869326878854,0.008776251204135301
large_x_biomotion,4.780567060337147,0.008847799579615446
audition_x_happy,4.769416320138312,0.008944818951247874
fast_x_sound,4.764845670917485,0.008984895050201523
self_x_sad,4.7600000029917915,0.009027579583591358
human_x_harm,4.755077023613103,0.009071153785707695
